CH4,C2H4,C2H2,FAULT
953.8662,60.978,118.9329,DT
1288.9664,2220.2462,752.4242,DT
2125.9584,1710.1133,465.3645,DT
204.5357,56.0084,18.2791,DT
1890.1487,351.0854,155.5124,DT
22.9536,66.3021,17.969,DT
635.7242,17.1291,53.5507,DT
560.706,188.3552,91.6874,DT
1496.2243,811.006,91.1441,DT
1184.8127,1237.9871,362.0989,DT
1256.6837,1724.3397,811.1268,DT
565.877,734.4958,193.7866,DT
538.2644,296.1807,121.4496,DT
474.7907,1937.4693,681.3439,DT
45.2493,1027.8928,394.444,DT
957.4332,1364.9053,349.934,DT
501.9485,359.9577,134.8169,DT
787.7741,245.1102,50.0614,DT
540.4282,1921.5152,483.9992,DT
85.3971,217.6379,61.5617,DT
975.6252,508.955,77.6471,DT
1301.4985,1074.1052,132.511,DT
356.5647,3871.8839,914.2781,DT
1029.6224,1816.8624,590.5226,DT
172.5413,772.0386,278.9201,DT
584.2955,3065.6723,750.7471,DT
2148.7185,356.5013,173.2961,DT
531.876,253.9421,46.0353,DT
3616.1955,365.8954,441.0811,DT
1273.3663,198.2413,122.3001,DT
207.1685,211.0996,78.6107,DT
3767.3449,729.4208,379.7543,DT
2065.1853,873.4702,152.6177,DT
1617.6495,280.6359,164.1175,DT
1354.8808,1901.5001,725.7725,DT
58.3116,80.6704,37.176,DT
1608.2548,1570.1335,383.5159,DT
450.7741,186.2483,76.3968,DT
1784.0573,195.137,157.088,DT
943.7941,1858.3294,679.9526,DT
119.4864,2199.8303,521.6055,DT
817.4573,9.8739,80.7211,DT
1810.9992,502.47,223.2326,DT
1147.4541,447.7303,116.622,DT
195.6972,2773.9231,682.4016,DT
1380.283,1911.6616,1322.0727,DT
1174.7005,1778.2424,869.6276,DT
156.6052,745.0119,182.3642,DT
95.8862,2065.9524,947.959,DT
648.5179,2416.3827,575.842,DT
864.0171,3078.404,708.8869,DT
2088.2145,485.7606,360.0124,DT
3894.2966,27.637,442.5489,DT
323.2012,1498.5893,386.5007,DT
4124.4311,363.2642,491.7806,DT
3611.4686,638.6037,302.4069,DT
1.6091,19.0011,7.0561,DT
124.8654,386.6438,90.3516,DT
2865.4224,1648.6087,420.5781,DT
1218.5605,503.755,244.6357,DT
61.7824,199.4239,79.9878,DT
272.8265,3014.9735,600.5247,DT
325.4337,2895.9956,1235.9637,DT
300.4104,366.2228,49.2396,DT
2521.4083,1078.1852,450.7833,DT
1445.5628,169.9998,196.3109,DT
1187.2635,47.7342,171.4987,DT
980.6543,2634.4777,1172.4236,DT
1496.4895,84.4434,169.5166,DT
1779.4925,1863.6602,762.8226,DT
1970.12,1919.5734,546.5094,DT
268.6747,84.8486,17.539,DT
140.0783,175.3706,101.1004,DT
8.6937,68.5689,17.6126,DT
498.7645,493.3109,58.5532,DT
432.1872,642.9046,363.6869,DT
680.8958,414.4593,114.2001,DT
4331.1094,594.3442,257.1511,DT
3943.9271,457.3118,469.2808,DT
633.6651,54.2347,70.8469,DT
588.5849,1162.1797,445.0202,DT
264.736,1686.0162,484.6061,DT
2256.7693,1513.2218,312.5786,DT
1061.2121,233.5845,101.7648,DT
704.6244,263.0087,104.5058,DT
2186.1429,1456.6424,308.9948,DT
268.1308,300.4429,140.9914,DT
854.507,931.2672,223.0325,DT
31.1079,2259.5781,745.3826,DT
697.8639,1500.7313,475.7794,DT
1263.0556,1530.7891,646.0101,DT
504.8479,1547.8806,440.7374,DT
461.8987,1134.9795,599.8703,DT
3802.3705,275.3648,489.0148,DT
21.9238,336.4127,117.2868,DT
202.1511,653.3182,315.4738,DT
848.6975,2969.5199,1077.7366,DT
1261.0102,1270.0959,300.0841,DT
179.8076,547.1173,150.3037,DT
3531.0051,73.9874,326.4638,DT
743.9904,2535.7255,1012.8019,DT
746.2504,131.4836,40.2466,DT
1664.5254,286.5269,114.8552,DT
998.9869,2618.542,979.6934,DT
26.7823,1390.5929,313.5218,DT
2207.2515,1563.2693,353.4125,DT
87.4438,2985.5104,1045.0377,DT
1609.8024,1120.4756,169.6525,DT
979.6236,2530.2516,761.1575,DT
55.335,157.4217,70.0097,DT
3181.7542,845.2631,227.6042,DT
2438.26,132.5417,288.9941,DT
67.8527,283.5721,96.6851,DT
788.9424,2093.4764,489.758,DT
2908.8732,24.5149,144.13,DT
62.4425,298.0366,73.6871,DT
357.6131,1243.9099,331.2113,DT
299.548,867.5777,451.3517,DT
535.9833,171.489,93.4151,DT
1187.7666,1118.288,307.6228,DT
1164.095,307.7816,217.5879,DT
942.9573,256.2218,107.4191,DT
373.8181,2012.6508,566.6843,DT
1171.7742,1972.2667,1222.7889,DT
1867.2598,50.261,139.9346,DT
1446.2594,1583.69,122.4922,DT
183.6463,3633.4203,798.6497,DT
602.7222,588.9208,77.8236,DT
507.8294,1008.5562,449.2609,DT
248.1819,664.1956,172.9779,DT
105.3934,989.8896,351.3585,DT
747.9838,2492.4556,950.8986,DT
1732.0514,19.1321,111.8571,DT
910.3952,1107.1275,639.5363,DT
2314.6881,2277.3391,413.313,DT
385.344,220.5065,69.4161,DT
518.3742,1986.138,545.8569,DT
1487.4034,295.3146,203.0081,DT
489.5978,3325.1214,1056.771,DT
1335.2941,1182.8075,361.6693,DT
2690.5527,244.8603,210.986,DT
3152.5259,1031.3027,535.6003,DT
297.0081,4.9459,44.7291,DT
647.3466,922.7863,501.022,DT
130.0293,178.1776,61.8986,DT
331.0867,759.7311,390.431,DT
494.427,2612.2987,756.3353,DT
3020.6745,323.2315,267.9896,DT
992.4217,73.6806,97.0238,DT
1361.3391,1323.7493,242.9473,DT
1104.6448,1961.7154,1116.1863,DT
450.744,2225.9144,1182.37,DT
109.3041,1853.7161,607.3153,DT
766.775,3145.0909,800.6534,DT
1148.4804,1383.6344,1027.0636,DT
696.6626,886.599,615.8582,DT
876.0279,1637.9791,817.6615,DT
75.4799,251.0839,121.229,DT
957.0684,1279.658,548.6666,DT
448.2149,1772.5835,800.8307,DT
116.9223,772.2137,268.439,DT
61.0461,644.1824,189.9215,DT
257.4741,3410.5154,919.0775,DT
1196.392,456.719,75.962,DT
146.2873,1702.1504,413.1232,DT
1388.3737,1582.1707,256.5253,DT
184.6156,216.2444,126.327,DT
224.0439,857.1821,363.3907,DT
760.9882,177.0624,61.8205,DT
1856.8851,1101.5273,163.2496,DT
1705.2959,1107.6485,263.2443,DT
1988.7539,1247.8855,255.839,DT
2428.3492,789.7846,283.561,DT
276.7114,2099.7462,580.0487,DT
352.0687,3083.3612,984.638,DT
386.5645,262.4261,44.7478,DT
70.0819,859.0659,165.7316,DT
1580.2695,95.404,162.0535,DT
133.2568,1180.3741,257.5099,DT
145.227,99.9814,32.0811,DT
27.119,2698.7479,1052.6432,DT
1233.2477,2205.4201,1086.9315,DT
954.5477,1007.4943,527.0669,DT
467.2435,3011.2892,788.8422,DT
800.7247,351.9866,50.3298,DT
624.1869,2360.1561,726.7961,DT
3282.8635,1408.4112,365.1636,DT
50.0695,1441.9559,440.2625,DT
798.0265,963.2111,225.2498,DT
439.0155,601.4981,304.0851,DT
393.8552,365.1058,34.2842,DT
633.8396,1593.2218,575.4481,DT
324.5602,271.165,77.2073,DT
101.393,1551.7434,503.0161,DT
44.4944,205.8792,91.7087,DT
332.6593,350.5323,103.2855,DT
1477.0605,1735.4994,631.0696,DT
464.3669,1017.7872,451.9466,DT
162.6714,1315.6369,444.8039,DT
1103.3832,2346.2358,909.9275,DT
184.6247,3305.9267,783.8573,DT
798.2189,2990.3138,1010.0968,DT
178.231,258.5012,103.12,DT
2.6325,69.3473,16.2677,DT
312.6131,805.8328,239.332,DT
1417.1016,525.6089,258.5085,DT
140.6414,1675.0603,558.3255,DT
147.8161,319.4881,103.0649,DT
178.5069,270.3287,159.3533,DT
342.3709,263.2632,75.014,DT
420.9456,214.4194,58.6815,DT
960.98,619.9652,93.0917,DT
1608.1326,599.479,209.9642,DT
495.3532,985.1673,313.0061,DT
60.48,2780.4502,1078.9661,DT
18.668,144.7575,55.84,DT
241.0091,2995.0257,1004.4836,DT
2889.6687,15.242,269.9815,DT
1385.3818,1252.0777,398.6262,DT
73.901,737.9491,318.5811,DT
14.1872,577.0082,152.373,DT
2888.5028,1546.9033,419.2593,DT
670.9851,21.3033,63.2124,DT
590.8976,151.7866,78.9402,DT
1146.7407,1115.029,140.7369,DT
102.3182,1085.1981,470.0465,DT
1348.4575,2562.9549,678.2854,DT
910.8757,1040.1858,175.0411,DT
742.734,3091.6371,1103.2758,DT
1456.0466,1734.9446,744.9142,DT
462.5099,1799.7517,603.4923,DT
2448.2344,605.8609,270.2862,DT
875.0249,995.998,254.4717,DT
45.6463,1076.1475,250.4406,DT
285.4714,443.0119,213.078,DT
442.0751,305.483,73.1927,DT
226.8421,1874.1562,414.133,DT
1604.5188,1963.9565,862.7667,DT
355.4132,1769.8149,675.5145,DT
1908.7173,2006.6034,901.4376,DT
442.2327,516.2619,132.3106,DT
1478.84,1312.3882,289.7907,DT
571.2714,2056.8438,1077.5034,DT
191.3138,3109.9581,769.2813,DT
3046.4452,467.6797,311.2521,DT
469.0265,1666.7817,633.0264,DT
1411.9235,1274.7251,259.551,DT
656.3625,17.9774,61.4365,DT
644.0922,1251.2304,368.7472,DT
521.1103,57.5541,54.127,DT
997.8229,1748.2826,1052.1428,DT
661.6339,805.143,248.5703,DT
236.6227,2803.135,910.5506,DT
3389.9664,223.1254,413.7921,DT
2343.5529,955.1716,135.6011,DT
666.871,852.8431,417.3946,DT
295.6704,540.2811,245.3569,DT
24.0078,58.0213,14.6837,DT
1059.5413,558.1038,213.5144,DT
8.7715,104.1738,31.9706,DT
710.7468,331.781,94.9877,DT
1068.247,287.01,98.7304,DT
384.8088,2204.3506,655.1792,DT
2360.6925,639.1431,219.41,DT
103.506,1339.6105,344.0125,DT
683.2064,421.3575,108.4504,DT
391.8603,1419.9155,657.0025,DT
87.2156,345.0107,85.1913,DT
1681.1069,1724.8705,648.8952,DT
113.6323,84.0665,19.5942,DT
195.4838,47.9794,14.9658,DT
2556.9308,876.5897,426.0004,DT
1139.1764,1271.4253,224.819,DT
80.1419,51.9781,15.5685,DT
242.2365,529.146,278.0652,DT
1143.5775,844.0239,211.797,DT
1564.4585,1920.2048,657.9289,DT
901.6478,597.7453,204.3183,DT
2423.7467,745.8872,157.667,DT
509.3743,1681.0522,771.6704,DT
1347.9168,2083.9813,703.0505,DT
942.0546,1293.0695,932.4719,DT
460.8788,960.862,460.044,DT
633.1789,336.8234,70.4589,DT
589.3826,176.7149,89.7283,DT
3.356,2513.7102,667.0966,DT
2103.9514,1354.091,153.7402,DT
189.5753,200.8524,38.643,DT
2.3811,3278.185,1331.8042,DT
661.3902,1894.3644,540.7868,DT
4263.0159,600.6155,333.7983,DT
1268.002,2173.3411,1377.783,DT
109.5753,1677.5657,371.9132,DT
1702.3163,508.8925,129.63,DT
3958.4281,254.5978,370.5785,DT
1553.9261,2294.8612,647.9469,DT
98.1832,3030.1006,815.9868,DT
2915.327,1345.7228,221.5436,DT
176.249,1979.9932,557.2718,DT
197.3919,3382.6512,755.4076,DT
1292.0093,2095.1627,1231.0663,DT
788.3152,389.0602,135.0102,DT
45.9208,17.4754,3.6001,DT
346.885,1120.6437,502.5941,DT
384.3796,472.6988,265.3693,DT
196.8407,309.157,195.2054,DT
635.1354,1839.5276,405.7095,DT
2784.5379,1056.8387,402.4831,DT
1668.8983,2276.8091,1140.5225,DT
3194.1178,172.408,544.4033,DT
461.026,146.6527,82.073,DT
1218.6615,6.4775,126.2955,DT
115.4947,374.9716,155.8583,DT
1591.9264,2542.8357,839.7906,DT
176.2107,198.764,28.2316,DT
474.0423,1931.688,834.6528,DT
1099.8268,1079.3185,563.2674,DT
2402.562,1330.5856,506.9683,DT
68.9192,171.3717,62.0503,DT
2816.7509,193.8725,205.0629,DT
163.0784,614.2416,260.8862,DT
431.91,1723.316,582.5375,DT
519.4591,620.4327,381.5432,DT
281.6167,2930.0668,1039.9747,DT
2667.061,659.0624,176.4481,DT
3860.3474,578.6432,580.204,DT
571.9465,1165.225,313.2973,DT
2803.5772,249.2429,321.4518,DT
746.9614,848.1208,354.9063,DT
1701.067,1397.6252,524.2415,DT
189.1447,3282.7412,588.4165,DT
2655.605,916.4921,351.2111,DT
876.8255,689.4665,175.0989,DT
1481.6272,726.9551,275.9482,DT
933.6244,2820.3582,781.3735,DT
1007.1592,629.0316,202.3708,DT
1566.6835,2312.4687,1150.34,DT
194.2834,755.5152,293.2862,DT
2247.2902,1868.1098,195.9522,DT
76.6326,179.8637,62.6819,DT
1233.8846,333.5372,84.727,DT
184.0111,412.1563,128.2077,DT
310.0476,2640.7357,1042.9191,DT
3799.1389,547.3765,469.1364,DT
148.4116,142.1604,45.6725,DT
1637.5083,1792.664,154.8299,DT
312.9842,2778.238,912.5836,DT
2170.7901,1839.9392,376.8008,DT
3392.7462,82.5681,223.2127,DT
3324.6103,903.8503,490.9665,DT
2086.5368,360.7017,303.0514,DT
620.8674,1124.9257,327.7582,DT
12.878,2154.5515,466.0406,DT
2986.5055,534.0359,304.8119,DT
1130.1781,2118.9396,663.9611,DT
1659.5715,69.9713,227.1041,DT
115.1237,2440.2783,602.7354,DT
529.1834,1782.9144,863.6261,DT
1182.4823,1613.0187,1023.1429,DT
1114.2876,682.1414,170.42,DT
131.46,187.9778,56.4675,DT
43.5357,29.6674,4.5784,DT
3948.9682,269.4765,253.967,DT
84.0525,362.467,91.1,DT
488.6042,1750.2007,429.2365,DT
1828.9881,678.3885,190.2922,DT
831.9811,1204.1687,626.706,DT
97.2776,188.3532,86.6889,DT
42.7619,48.0033,35.8294,DT
342.5243,1893.8746,527.3047,DT
0.2495,33.9775,6.8369,DT
1855.6982,261.9895,144.3241,DT
160.2494,394.0692,151.6954,DT
194.345,981.5228,268.2122,DT
415.0946,258.4114,60.9307,DT
66.0696,874.7045,335.6426,DT
12.4249,61.7305,21.4346,DT
22.6084,1481.1194,518.9092,DT
425.865,322.7232,71.9368,DT
2.2627,718.7821,215.8085,DT
45.2561,1282.3542,436.2379,DT
1612.8751,2024.8967,1095.0072,DT
1254.7806,2080.5005,1038.302,DT
3574.7687,665.8088,278.5053,DT
67.9306,84.2951,15.1609,DT
634.6987,648.7276,181.2667,DT
647.9779,815.3119,568.3369,DT
703.7968,2031.2216,1105.5709,DT
58.58,274.3644,95.4855,DT
1285.4162,409.0275,86.6223,DT
351.936,1439.5974,467.3401,DT
593.9925,545.1522,191.8596,DT
94.7252,1870.2464,667.7688,DT
666.3688,2575.4612,779.3091,DT
133.0632,97.4305,27.7264,DT
3143.3902,679.1559,344.0572,DT
687.8965,1625.213,579.1139,DT
3035.1425,1139.8657,553.3751,DT
2828.2542,512.6973,173.2519,DT
11.711,295.7104,85.1299,DT
98.3447,122.1379,83.1622,DT
2845.9477,281.1138,362.3268,DT
375.6673,673.9514,255.5665,DT
508.7132,1320.796,603.0386,DT
54.5875,76.1372,18.3565,DT
79.9901,3526.2016,976.9491,DT
1906.0447,2025.9255,871.7202,DT
1368.0279,2226.7946,1210.4154,DT
4330.0016,275.8241,270.3323,DT
9.1055,227.3094,74.3769,DT
643.105,1694.2096,937.0707,DT
1822.3981,527.7582,94.5785,DT
2120.225,795.9743,285.5878,DT
2495.2369,1312.1255,469.2765,DT
793.3998,154.3046,49.1585,DT
2451.661,1311.2536,158.591,DT
3041.8171,891.7853,335.8323,DT
67.4662,3333.2224,664.8617,DT
290.1099,439.2771,118.2478,DT
1026.4871,1868.674,1017.7556,DT
1102.628,987.12,139.7065,DT
706.9538,32.3391,97.962,DT
865.5797,3025.9498,784.2379,DT
898.3199,745.7249,175.4874,DT
910.8307,2011.3982,514.771,DT
1751.8602,756.9088,253.4312,DT
1971.0482,2141.974,671.2617,DT
2193.1183,97.38,155.8511,DT
1109.7151,1465.7565,559.3236,DT
1096.2149,146.9005,136.974,DT
1068.0481,952.9616,144.8135,DT
511.1938,104.3041,25.2671,DT
3699.9193,813.5194,232.2858,DT
995.7112,2645.2945,671.1023,DT
195.8955,9.9465,31.1941,DT
291.5711,1156.4861,277.0555,DT
97.828,13.97,7.0861,DT
276.26,2599.4266,798.9117,DT
136.5746,356.2719,110.3017,DT
62.7653,184.9328,85.2269,DT
1258.3483,1199.5002,387.6299,DT
325.234,2823.7587,603.289,DT
786.161,726.174,261.7859,DT
594.7498,61.5109,54.258,DT
1552.9045,229.5866,189.0662,DT
355.1915,696.7578,302.6473,DT
707.2996,1315.2714,798.9605,DT
1354.2429,2080.1467,1015.0122,DT
417.7585,592.0013,267.6493,DT
1583.1285,828.9546,137.9601,DT
136.8772,812.9554,309.9493,DT
835.7829,786.0916,263.8331,DT
507.9512,1494.4123,753.8214,DT
1217.9881,1745.2458,1119.7228,DT
461.642,809.4781,498.3691,DT
116.1603,1800.3839,453.069,DT
1174.8152,422.4835,109.7009,DT
1629.4659,1827.7757,1187.2269,DT
1809.1211,2306.5883,598.9485,DT
43.761,2429.2019,633.9222,DT
2119.5887,901.1005,402.5608,DT
0.5203,80.9499,19.781,DT
27.8525,3231.8136,1105.3554,DT
2032.2238,2138.6273,287.7695,DT
55.8458,963.2493,321.6182,DT
37.1809,69.1902,35.2553,DT
598.7751,764.385,213.6486,DT
13.8643,186.327,51.3608,DT
37.0401,196.4302,90.5359,DT
3729.8044,15.7673,323.8656,DT
596.4146,2116.5189,576.55,DT
2298.3955,455.7811,291.2672,DT
748.6715,2234.1715,1070.6338,DT
2428.1621,606.9135,271.8522,DT
958.9564,2051.3667,1048.532,DT
9.388,412.837,68.1949,DT
2021.0,1749.1391,339.3521,DT
2790.925,447.2601,200.2979,DT
11.9958,2325.4913,700.8059,DT
567.0759,1043.3941,577.2277,DT
330.2065,989.0308,247.843,DT
1227.006,1487.7356,692.5033,DT
301.47,492.2202,293.8451,DT
124.0327,1592.1547,583.4881,DT
1520.5187,1433.0665,353.5718,DT
2210.2727,1788.9006,521.6323,DT
2098.6201,945.2307,141.0625,DT
258.0075,1312.1519,303.8558,DT
2624.3101,2.9012,349.3016,DT
1348.8464,677.1406,198.018,DT
47.0627,32.2905,6.2817,DT
805.4924,898.3885,493.9551,DT
392.6035,484.8819,185.0055,DT
46.3787,78.9131,33.9277,DT
1109.7785,1221.3678,463.3976,DT
107.0297,3341.4588,892.3509,DT
3131.0427,1366.7314,424.4984,DT
174.3419,32.9757,17.8624,DT
405.6421,1226.6871,304.3336,DT
215.7577,2719.2005,574.7595,DT
2968.5899,284.8153,41.6639,T1
3501.6352,539.673,160.4522,T1
170.4877,11.4274,4.8584,T1
1968.1547,171.6401,70.9019,T1
4097.1754,525.1497,121.2893,T1
2831.481,477.1497,19.7309,T1
751.1507,102.8842,24.6018,T1
1459.1039,147.4751,12.6549,T1
2224.9999,518.3694,68.3982,T1
1661.4799,414.3243,34.7006,T1
2827.4293,647.9577,128.3233,T1
1673.2485,374.3491,50.5243,T1
3825.8114,199.207,115.7964,T1
1048.7582,241.9881,47.7034,T1
209.8401,30.6248,1.4753,T1
4421.271,454.4331,192.8587,T1
1122.9019,130.1608,42.8603,T1
533.1317,114.4044,14.8902,T1
4394.9079,53.7393,60.0172,T1
1963.547,419.0119,33.0008,T1
1296.8843,81.8897,2.5641,T1
2824.538,77.4017,71.9667,T1
551.7821,47.4899,3.3614,T1
2258.898,546.0202,64.289,T1
2184.86,487.3395,114.4828,T1
1082.1816,151.3201,47.6838,T1
377.456,30.8895,6.5698,T1
778.0327,166.2317,11.2871,T1
921.5656,19.9087,33.2166,T1
986.8253,174.2858,0.8748,T1
1730.9863,291.999,58.9107,T1
2708.7545,542.2471,130.2998,T1
4149.9075,270.9298,135.0392,T1
3480.0195,596.5724,93.5345,T1
262.4873,17.8794,10.6967,T1
1116.5961,225.9153,35.7306,T1
2969.0132,529.5706,123.5285,T1
555.1117,92.5625,6.9605,T1
1023.9896,41.8793,40.3961,T1
3189.9305,34.5681,99.3325,T1
3019.4295,89.6463,62.1614,T1
1677.9703,32.4917,19.572,T1
3761.3387,170.8399,82.8392,T1
3363.1857,193.5792,144.5781,T1
3288.4919,832.7794,119.4876,T1
770.6915,81.4977,5.7113,T1
3705.8783,20.8341,124.9288,T1
483.8107,48.437,16.54,T1
516.4579,39.505,5.933,T1
2593.0618,189.777,59.9072,T1
3453.9753,557.6292,60.173,T1
2737.2293,598.3415,77.7571,T1
3672.8683,196.9375,76.5852,T1
326.5633,32.8674,11.2303,T1
4339.7769,46.2501,110.5009,T1
2958.2035,435.7908,129.1535,T1
4122.0596,37.4896,154.6591,T1
1403.2122,349.5196,40.6541,T1
3535.0595,250.3091,82.4167,T1
4595.8886,130.4647,172.7637,T1
3850.1848,192.0223,3.4901,T1
1159.0319,178.6605,38.5529,T1
13.8318,3.1013,0.5582,T1
3839.5749,285.0659,80.3913,T1
1393.5462,161.2077,36.4547,T1
1511.36,329.646,47.3352,T1
2737.071,661.0678,27.5333,T1
1009.5556,86.4154,25.97,T1
4300.6326,266.6322,32.2363,T1
2030.2387,168.3756,12.0302,T1
2707.0954,620.2716,16.5467,T1
4603.2855,330.6247,12.5917,T1
3723.1016,132.3856,47.6722,T1
674.4613,76.1676,23.2503,T1
182.0111,28.3457,8.1924,T1
2244.4669,276.4136,66.8801,T1
170.9162,28.176,6.8039,T1
3207.7516,669.591,24.0611,T1
1445.2921,322.5883,61.9862,T1
3635.01,650.0671,101.0328,T1
3321.1692,268.9234,1.3007,T1
1403.7912,26.038,17.4739,T1
4056.6247,804.088,33.7112,T1
2376.4937,263.9691,88.7219,T1
3573.4075,182.1482,129.085,T1
885.8666,29.3847,10.6673,T1
857.0694,33.4205,2.678,T1
3177.7329,527.8564,90.6357,T1
3586.8256,770.1947,103.688,T1
1823.5425,191.3263,64.8661,T1
706.966,116.699,3.1635,T1
1877.5829,9.746,70.1755,T1
1999.253,509.0052,85.6301,T1
1133.2367,88.2654,9.1178,T1
631.3686,167.6464,17.1372,T1
258.8523,51.1263,9.764,T1
3959.0549,742.1614,142.4893,T1
2098.2171,462.7082,94.0895,T1
1977.4412,74.6882,68.0191,T1
3728.9632,839.1303,166.8805,T1
2642.7799,260.679,29.4877,T1
3530.3769,138.4761,106.9149,T1
2623.2208,49.7063,52.2809,T1
266.4285,50.59,9.8949,T1
1937.1619,161.7341,55.8518,T1
2757.9027,413.4026,13.4118,T1
1802.8805,203.919,34.2635,T1
2092.6387,490.0387,66.1304,T1
3215.1506,533.4278,159.4954,T1
3988.1806,355.2476,28.8879,T1
2950.0315,113.885,71.2298,T1
2463.5689,383.6159,81.7039,T1
111.0427,2.6076,4.3884,T1
4134.2386,418.12,119.9376,T1
2467.006,269.8073,64.1259,T1
2907.2393,172.0842,40.5815,T1
3671.5987,379.509,128.036,T1
4233.5206,285.6082,87.6473,T1
1631.9155,341.162,7.8555,T1
781.1624,53.4338,28.2792,T1
4136.0147,297.3758,26.9274,T1
1311.0954,133.2416,24.3688,T1
1200.5293,48.9547,25.0048,T1
781.023,162.2097,21.8979,T1
1015.86,165.2916,27.1737,T1
1563.565,274.0986,6.9816,T1
3279.9378,855.2422,148.4659,T1
1690.1786,312.8334,62.4125,T1
4041.265,679.282,3.3789,T1
1824.613,387.8073,18.1575,T1
2228.7182,232.9066,52.9537,T1
2031.4057,48.8634,36.8129,T1
3440.4833,676.0349,81.1272,T1
613.5583,33.5091,25.7583,T1
2484.9768,384.0128,104.6819,T1
693.9045,48.7643,1.1809,T1
1981.2759,306.6261,39.6135,T1
948.3759,146.0679,14.2618,T1
2302.5349,15.0129,49.4583,T1
2660.1114,186.9596,75.5898,T1
39.9199,2.3568,0.3522,T1
735.7309,141.696,6.8055,T1
2918.2864,555.5898,48.3942,T1
3917.3312,712.6661,86.7023,T1
2546.5519,70.9264,80.9185,T1
2390.0719,179.7434,72.6068,T1
2906.3879,513.4341,53.1795,T1
365.1192,29.8706,5.8708,T1
1173.5957,288.7512,2.833,T1
2735.0769,282.4752,96.8162,T1
2969.3762,407.1574,108.2675,T1
3706.2999,302.5078,46.7836,T1
1330.7395,328.4807,12.9962,T1
426.415,13.9431,3.5471,T1
4052.0421,576.2135,179.3596,T1
3718.0936,568.5329,31.8946,T1
3644.2486,440.1588,1.4843,T1
1407.8736,61.776,29.2103,T1
3340.9102,578.9993,78.6194,T1
2222.3542,61.0626,40.7136,T1
1486.5772,310.2611,34.1357,T1
1008.7026,18.7706,13.2871,T1
1833.4265,386.6735,55.1991,T1
2762.0535,398.7547,110.0233,T1
2236.3042,282.1562,63.5202,T1
2511.0362,82.2765,81.1685,T1
1412.5146,57.9155,15.8822,T1
2828.3483,508.6651,119.646,T1
3741.8392,442.0265,149.4014,T1
4451.1723,363.0149,91.261,T1
2882.9204,93.1075,54.8556,T1
3158.6731,705.2513,140.6562,T1
305.4038,78.0175,7.6694,T1
4410.462,259.2374,187.1592,T1
4109.3591,186.1915,87.0947,T1
2918.5239,41.253,96.5272,T1
325.1756,83.9435,1.9083,T1
4042.2769,572.5724,46.5802,T1
3702.9997,718.1333,120.1358,T1
2281.0265,480.2178,54.4472,T1
913.007,200.1133,27.421,T1
3574.1726,245.2581,78.8467,T1
824.2442,143.5715,27.3546,T1
2588.367,96.6527,28.3754,T1
1250.0622,253.7833,57.1256,T1
256.4238,51.6582,0.5397,T1
172.7323,41.5003,6.1962,T1
291.4637,57.5394,3.0915,T1
1888.2989,200.4841,31.5063,T1
2363.446,286.5997,69.5544,T1
2434.5805,426.7117,72.0967,T1
4230.1694,426.4056,71.7853,T1
953.1475,199.4816,38.5628,T1
1151.7841,288.2299,5.4733,T1
1146.6455,33.5583,25.9345,T1
3257.3209,408.9928,68.9213,T1
1670.5133,108.5262,40.7998,T1
519.751,50.7997,0.7992,T1
2402.9176,398.244,21.6442,T1
4080.1507,228.9209,189.3339,T1
45.5429,0.9529,1.9854,T1
417.2509,104.9781,10.535,T1
2691.853,346.6491,69.4744,T1
2072.0751,335.5112,4.7549,T1
2540.4529,584.6934,86.8975,T1
2513.2823,487.5677,33.2046,T1
3184.2391,578.3821,120.13,T1
3601.0022,496.7476,84.5344,T1
3158.6394,798.2504,163.4834,T1
145.6738,27.8242,5.6763,T1
2189.667,290.2152,6.6826,T1
3522.5955,204.6205,57.6322,T1
2418.8752,496.5679,71.7363,T1
3678.7407,756.5417,159.3861,T1
185.5804,13.2099,1.31,T1
2502.2703,522.5297,108.8089,T1
3469.3594,82.9721,7.5339,T1
1689.5267,246.389,12.1594,T1
2793.6677,40.4555,56.1693,T1
1943.6687,379.557,50.5682,T1
3565.8611,604.9328,161.4295,T1
1362.9822,23.8938,28.6369,T1
840.6263,185.8723,29.2992,T1
1851.1795,33.5854,14.0971,T1
1832.3369,202.4863,12.7925,T1
2977.7378,117.1911,4.4485,T1
2450.3586,289.3802,15.7156,T1
2740.8793,7.9261,54.0,T1
4034.188,307.5402,156.969,T1
173.3244,2.3732,5.156,T1
187.8431,26.5587,3.3686,T1
124.8096,14.4087,1.0662,T1
3478.4834,585.6626,111.6036,T1
1752.3348,365.9967,87.8818,T1
4122.7654,6.9004,168.914,T1
595.191,131.8132,5.2255,T1
3324.4664,169.8304,95.0458,T1
1329.5373,243.5796,35.6104,T1
935.9107,38.1109,25.2852,T1
2092.0021,26.626,91.4447,T1
3830.4061,836.2073,4.9252,T1
475.8422,39.7472,12.4305,T1
2721.2832,35.4199,107.7789,T1
3178.0358,444.8339,61.6844,T1
2033.3469,201.6663,42.253,T1
5077.2665,136.771,89.2205,T1
3317.0925,404.7577,3.8141,T1
3892.9302,46.0975,45.7688,T1
3640.1827,319.0844,120.6697,T1
3215.2461,139.7193,86.3938,T1
2290.118,130.2013,51.1336,T1
4531.8146,179.8111,41.0933,T1
269.4392,56.2827,0.1317,T1
95.2405,5.2687,0.2373,T1
939.3123,168.4387,19.473,T1
